省,市,医院名称,地址,邮政编码,电话,院长,床位数,等级,日门诊量,特色专科
北京市,昌平区,中国人民解放军二六一医院,昌平区沙河镇皂甲屯,,010-66346120,潘院长,,三乙,,
北京市,朝阳区,中国人民解放军二九二医院,朝阳区枣营路,100026,010-66724429、65025631,,,三乙,,减肥、美容
北京市,东城区,东华门铁路医院,东城区锡拉胡同14号,100006,010-65136274,温建华,76,一级,185,肛肠疾病、口腔科等
北京市,东城区,北京航星机器制造公司北京东城航星医院,东城区,100006,,,,一级,,
北京市,朝阳区,罗有明中医骨伤科医院,朝阳区高碑店北路,100025,010-85773085,罗有明,20,一级,122,骨科
北京市,朝阳区,北京市第一轻工业总公司医院,朝阳区西大望路21号,100022,010-67785185,徐加明,100,一级,131,
北京市,朝阳区,朝阳区来广营医院,朝阳区来广营村,100012,010-64231369,李志明,15,一级,207,
北京市,朝阳区,朝阳区左家庄医院,朝阳区左家庄前街,100026,010-64671452,,,一级,,
北京市,朝阳区,朝阳区化工路医院,朝阳区金蝉北里,100026,010-67361262,,,一级,,
北京市,朝阳区,朝阳区将台医院,朝阳区酒仙桥路49号,100016,010-64372046,,,一级,,
北京市,朝阳区,朝阳区三里屯医院,朝阳区北三里屯,100015,010-64152731、64166479,,,一级,,
北京市,朝阳区,朝阳区洼里医院,朝阳区洼里信用社一排7号,100012,010-62929732,赵俊,40,一级,67,
北京市,朝阳区,朝阳区康欣医院,小红门龙爪树村,100078,010-67633835,顾丽珠,80,一级,30,
北京市,朝阳区,北京炼焦化学厂医院,朝阳区,100026,,,,一级,,
北京市,朝阳区,朝阳区常营回民医院,朝阳区常营村西,100029,010-65755960,,,一级,,
北京市,朝阳区,中国舰船研究院北京舰船医院,德胜门外双泉堡甲2号,100085,010-64876644、62016644,,100,一级,140,脑瘫
北京市,朝阳区,北京市朝阳区石佛营医院,朝阳区,100035,,,,一级,,
北京市,朝阳区,北内集团总公司北京双井医院,朝阳区东三环中路,100046,010-67786459,,,一级,,
北京市,朝阳区,北京市朝阳区双龙医院,朝阳区双龙南里,,010-87321849,,,一级,,
北京市,朝阳区,北京朝阳区王四营医院,朝阳区王四营乡,,010-67367295,,,一级,,
北京市,朝阳区,北京市朝阳区黄港医院,朝阳区,,,,,一级,,
北京市,朝阳区,北京化学工业有限责任公司化工二厂医院,朝阳区,,,,,一级,,
北京市,朝阳区,北京起重机器厂朝阳广仁医院,朝阳区,,,,,一级,,
北京市,西城区,西城区月坛医院,西城区真武庙六里73号楼,100045,010-68013561,张少华,60,一级,124,免疫科等
北京市,西城区,西城区厂桥医院,西城区平安里大街太平仓14号,100034,010-66168186、66168155,白爱萍,90,一级,344,口腔科等
北京市,海淀区,海淀区苏家坨精神病院,海淀区西小营村,100095,010-62451220,吕淑琴,150,一级,132,精神专科等
北京市,海淀区,海淀区青龙桥医院海淀区精神卫生防治院,海淀青龙桥运筹胡同甲14号,100091,010-62881609,李振海,76,一级,145,精神科门诊、妇科、外科、内科、特检科
北京市,海淀区,海淀区皇苑医院,海淀区永定路甲4号,100039,010-68213670,,50,一级,114,肾病、骨伤矫形
北京市,海淀区,海淀区八里庄医院,海淀区西八里庄22号,100080,010-68464125、68415022,刘永水,130,一级,62,妇科、肿瘤科等
北京市,海淀区,海淀区北下关医院,海淀区皂君庙,100081,010-62256043、62223159,刘国玉,20,一级,206,
北京市,海淀区,海淀区蓟门里医院,海淀区蓟门里小区内,100088,010-62025876,,,一级,,
北京市,海淀区,海淀区志新村医院,海淀区志新村小区,,010-62314677,,,一级,,
北京市,海淀区,北京红十字会香山医院,海淀区香山南路红旗村4号楼,100093,010-62592379、62593425,徐晓昭,100,一级,157,
北京市,海淀区,北京市外国语学院医院,海淀区西三环北路2号,100089,010-68916979,郭文凯,50,一级,206,
北京市,海淀区,北京市邮电大学医院,海淀区西土城路10号,100876,010-62282613,赵立明,70,一级,195,
北京市,海淀区,海淀区上庄乡卫生院,海淀区上庄乡,,010-62471669,,,一级,,
北京市,石景山区,石景山红十字精神病医院,石景山区五里坨,100042,010-68873011,,160,一级,187,
北京市,石景山区,北京市石景山区杨庄医院,石景山区杨庄西口,100043,010-68874002,,,一级,,
北京市,崇文区,北京市天坛中医院,崇文区天坛东路68号,100062,010-67142523,陈恒,100,一级,220,风湿科等
北京市,宣武区,宣武区妇幼保健院,宣武区平渊里4号,100052,010-63530884,张玉联,120,一级,83,
北京市,宣武区,宣武区南城中医门诊部,宣武区延寿街50号,100051,010-63528176、83168083,谢锡安,15,一级,60,内科、针灸科、心脑血管科、肿瘤科等
北京市,丰台区,丰台区兴海医院,丰台区永外海户屯,100075,010-67227920,刘宝祥,79,一级,112,
北京市,丰台区,丰台区燕竹医院,丰台区分钟寺倪庄甲1号,100078,010-67638764,周振南,76,一级,127,三叉神经科等
北京市,丰台区,首医大附属北京同仁医院丰台同仁京苑医院,丰台区,100072,,,,一级,,
北京市,门头沟区,门头沟区妙峰山乡卫生院,门头沟区陇架庄村,102300,010-69842104,魏治云,,一级,,
北京市,门头沟区,门头沟区上苇甸乡卫生院,门头沟区上苇甸村,102300,010-69842034,赵俊兵,,一级,,
北京市,门头沟区,门头沟区军庄镇卫生院,门头沟区军庄镇东侧,102300,010-60811931,张金平,,一级,,
北京市,门头沟区,门头沟区军响乡卫生院,门头沟军响村,102309,010-69816945,杨天波,,一级,,
北京市,门头沟区,门头沟区清水镇黄塔卫生院,门头沟区黄塔村,102311,,李广辉,,一级,,
北京市,门头沟区,门头沟区清水镇齐家庄卫生院,门头沟区齐家庄村,102300,010-69815847,李建军,,一级,,
北京市,门头沟区,门头沟区潭柘寺镇卫生院,门头沟区潭柘寺镇新桥大街1号,,010-60861550,魏元明,,一级,,
北京市,房山区,房山区长阳镇卫生院,房山区,,010-80351615,,,一级,,
北京市,房山区,房山区葫芦垡乡卫生院,房山区,,,,,一级,,
北京市,房山区,房山区大安山乡卫生院,房山区,,010-80379799,,,一级,,
北京市,房山区,房山区南窖乡卫生院,房山区,,,,,一级,,
北京市,昌平区,昌平区马池口镇亭自庄卫生院,昌平区,,,,,一级,,
北京市,昌平区,昌平区兴寿镇下庄卫生院,昌平区,,,,,一级,,
北京市,昌平区,昌平区南口镇桃洼卫生院,昌平区桃洼后洼,102202,010-69778467,,,一级,,
北京市,昌平区,昌平区沙河镇七里渠卫生院,昌平区,,,,,一级,,
北京市,昌平区,昌平区回龙观镇史各庄卫生院,昌平区史各庄乡,102206,010-69739850,,,一级,,
北京市,昌平区,昌平区高崖口卫生院,昌平区高崖口乡,,010-89778043,,,一级,,
北京市,昌平区,昌平区北七家镇平西府卫生院,昌平区,,,,,一级,,
北京市,昌平区,北京市平板玻璃工业公司职工医院,昌平区,,,,,一级,,
北京市,通州区,通州区新华医院,通州区新华大街47号,101100,010-69544236,顾岳山,150,一级,769,
北京市,平谷区,平谷区粮食局职工医院,平谷区新开街13号,101200,010-69961996,张建军,60,一级,85,
北京市,平谷区,平谷区大兴庄镇卫生院,平谷区大兴庄镇,,010-89931395,,,一级,,
北京市,平谷区,平谷区镇罗营乡卫生院,平谷区镇罗营乡,,,,,一级,,
北京市,平谷区,平谷区黄松峪乡卫生院,黄松峪乡,,010-89971742,,,一级,,
北京市,平谷区,平谷区熊耳寨乡卫生院,熊耳寨,,010-61961882,,,一级,,
北京市,平谷区,平谷区山东庄镇卫生院,平谷区山东庄镇,,010-60937614,,,一级,,
北京市,平谷区,平谷区靠山集乡卫生院,平谷区靠山集,,,,,一级,,
北京市,怀柔县,怀柔县杨宋镇卫生院,怀柔县杨宋镇,,,,,一级,,
北京市,怀柔县,怀柔县琉璃庙乡中心卫生院,怀柔县,,,,,一级,,
北京市,怀柔县,怀柔县碾子乡中心卫生院,怀柔县,,,,,一级,,
北京市,怀柔县,怀柔县喇叭沟门满族乡中心卫生院,怀柔县,,,,,一级,,
北京市,怀柔县,怀柔县宝山寺乡卫生院,怀柔县,,,,,一级,,
北京市,怀柔县,怀柔县九渡河镇卫生院,怀柔县黄坎村,,010-61692435,,,一级,,
北京市,大兴区,大兴区红星区南郊红星医院,大兴区南郊农场（中兴庄）,100076,010-69278122,贾国庆,50,一级,196,
北京市,大兴区,大兴区北缄村镇卫生院,大兴区北缄村,,010-60276179,,,一级,,
北京市,大兴区,大兴青云店镇卫生院,大兴区青云店镇,,010-80281032,,,一级,,
北京市,大兴区,大兴长子营镇朱庄卫生院,大兴区,,,,,一级,,
北京市,大兴区,大兴瀛海镇瀛海卫生院,大兴区,,010-69278148,,,一级,,
北京市,大兴区,大兴区亦庄镇亦庄卫生院,大兴区,,,,,一级,,
北京市,大兴区,大兴区黄村镇芦城卫生院,大兴区西芦城,,010-61239456,,,一级,,
北京市,大兴区,大兴区采育镇大皮营卫生院,大兴区大皮营,,010-80200424,,,一级,,
北京市,大兴区,大兴区庞各庄镇定福庄卫生院,大兴区庞各庄镇定福庄,,010-89251247,,,一级,,
北京市,大兴区,大兴区西红门镇金星卫生院,大兴区西门红镇团沙路,,010-61285882,,,一级,,
北京市,大兴区,大兴区采育镇凤河营卫生院,大兴区凤河营村,,010-80202823,,,一级,,
北京市,大兴区,大兴区榆垡镇南各庄卫生院,大兴区,,,,,一级,,
北京市,大兴区,大兴区瀛海镇太和卫生院,大兴区,,010-69286019,,,一级,,
北京市,顺义区,顺义区北石槽卫生院,顺义区,,,,,一级,,
北京市,顺义区,顺义区后沙峪卫生院,顺义区,,,,,一级,,
北京市,顺义区,顺义区仁和卫生院,顺义区,,,,,一级,,
北京市,顺义区,顺义区南法信卫生院,顺义区南法信镇,,010-69473434,,,一级,,
北京市,顺义区,顺义赵全营卫生院,顺义区,,,,,一级,,
北京市,顺义区,顺义区俸伯卫生院,顺义区南彩镇,,010-89477261,,,一级,,
北京市,顺义区,顺义区李遂卫生院,顺义区李遂镇,,010-89481582,,,一级,,
北京市,顺义区,顺义区北务卫生院,顺义区,,,,,一级,,
北京市,房山区,房山区佛子庄乡卫生院,房山区,,,,,一级,,
北京市,怀柔县,怀柔县渤海镇卫生院,怀柔县渤海新村,,010-61631989,,,一级,,
北京市,平谷区,平谷区刘家店乡卫生院,平谷区刘家店乡,,010-61971055,,,一级,,
北京市,丰台区,北京市丰台区西罗园第一医院,丰台区,,,,,一级,,
北京市,大兴区,大兴区黄村镇孙村卫生院,大兴区,,,,,一级,,
北京市,昌平区,北京昌平卫生学校附属医院,昌平区,,,,,一级,,
北京市,朝阳区,北京市朝阳区黑庄户卫生院,朝阳区黑庄户,,,,,一级,,
北京市,顺义区,顺义区小店卫生院,顺义区,,,,,一级,,
北京市,东城区,东城区建国门医院,东城区建国门后赵家楼胡同9号,100005,010-65256218,包基仁,52,一甲,357,老年性疾等
北京市,东城区,东城区安定门医院,东城区安定门永恒胡同甲6号,100009,010-64045222,于增河,60,一甲,259,
北京市,东城区,东城区朝阳门医院,东城区东四南大街灯草胡同31号,100010,010-65138019、65277167,姜国栋,114,一甲,250,义眼科、临终关怀等
北京市,东城区,东城区东直门外医院,东城区东外察慈小区7号楼,100027,010-64671025,王玉琴,54,一甲,135,糖尿病科、性生殖科等
北京市,东城区,东城区北新桥医院,东城区东直门内大街184号,100007,010-64040500、64010046,魏燕,120,一甲,238,乳腺门诊、骨（伤）科等
北京市,东城区,东城区长安医院,东城区建国门老钱局胡同甲14号,100005,010-65249279,高锋,100,一甲,121,
北京市,东城区,东城区东四医院,东城区朝内北小街40号,100010,010-64049350,梁奎龄,89,一甲,198,牙科等
北京市,朝阳区,北京第一棉纺织厂职工医院,朝阳区十里堡,100025,010-65072270,,50,一甲,285,
北京市,朝阳区,朝阳区第三棉纺织厂职工医院,朝阳区,100021,,,65,一甲,130,
北京市,朝阳区,朝阳区亚运村医院,朝阳区安慧里一区17楼,100101,010-64916748,刘奇学,95,一甲,564,结石科、糖尿病科、耳病科、风湿科、创伤科等
北京市,朝阳区,朝阳区楼梓庄医院,朝阳区楼梓庄中心街104号,100018,010-64361113,史树贤,30,一甲,74,
北京市,朝阳区,朝阳区大柳树医院,朝阳区王四营,100023,010-67784421,,60,一甲,129,
北京市,朝阳区,朝阳区十八里店医院,朝阳区十八里店197号,100023,010-67717755,徐思鹏,58,一甲,106,
